,Rank,Step,Value,Metric,Type,Agent
42987,2,2300,0.9091796875,Accuracy,Reconstruction,C
42991,2,2350,0.9072265625,Accuracy,Reconstruction,C
42995,2,2400,0.920654296875,Accuracy,Reconstruction,C
42999,2,2450,0.91357421875,Accuracy,Reconstruction,C
43003,2,2500,0.903564453125,Accuracy,Reconstruction,C
43007,2,2550,0.91259765625,Accuracy,Reconstruction,C
43011,2,2600,0.91259765625,Accuracy,Reconstruction,C
43015,2,2650,0.90478515625,Accuracy,Reconstruction,C
43019,2,2700,0.913818359375,Accuracy,Reconstruction,C
43023,2,2750,0.922607421875,Accuracy,Reconstruction,C
43027,2,2800,0.908447265625,Accuracy,Reconstruction,C
43031,2,2850,0.91552734375,Accuracy,Reconstruction,C
43035,2,2900,0.908935546875,Accuracy,Reconstruction,C
43039,2,2950,0.9169921875,Accuracy,Reconstruction,C
43043,2,3000,0.911376953125,Accuracy,Reconstruction,C
43047,2,3050,0.9111328125,Accuracy,Reconstruction,C
43051,2,3100,0.907470703125,Accuracy,Reconstruction,C
43055,2,3150,0.919921875,Accuracy,Reconstruction,C
43059,2,3200,0.9189453125,Accuracy,Reconstruction,C
43063,2,3250,0.912353515625,Accuracy,Reconstruction,C
43067,2,3300,0.913330078125,Accuracy,Reconstruction,C
43071,2,3350,0.913330078125,Accuracy,Reconstruction,C
43075,2,3400,0.916015625,Accuracy,Reconstruction,C
43079,2,3450,0.915283203125,Accuracy,Reconstruction,C
43083,2,3500,0.906005859375,Accuracy,Reconstruction,C
43087,2,3550,0.9150390625,Accuracy,Reconstruction,C
43091,2,3600,0.912841796875,Accuracy,Reconstruction,C
43095,2,3650,0.917236328125,Accuracy,Reconstruction,C
43099,2,3700,0.91552734375,Accuracy,Reconstruction,C
43103,2,3750,0.922607421875,Accuracy,Reconstruction,C
43107,2,3800,0.9150390625,Accuracy,Reconstruction,C
43111,2,3850,0.913818359375,Accuracy,Reconstruction,C
43115,2,3900,0.914306640625,Accuracy,Reconstruction,C
43119,2,3950,0.9140625,Accuracy,Reconstruction,C
43123,2,4000,0.909912109375,Accuracy,Reconstruction,C
43127,2,4050,0.9189453125,Accuracy,Reconstruction,C
43131,2,4100,0.913330078125,Accuracy,Reconstruction,C
43135,2,4150,0.912841796875,Accuracy,Reconstruction,C
43139,2,4200,0.912353515625,Accuracy,Reconstruction,C
43143,2,4250,0.90966796875,Accuracy,Reconstruction,C
43147,2,4300,0.916259765625,Accuracy,Reconstruction,C
43151,2,4350,0.91796875,Accuracy,Reconstruction,C
43155,2,4400,0.9287109375,Accuracy,Reconstruction,C
43159,2,4450,0.91748046875,Accuracy,Reconstruction,C
43163,2,4500,0.9091796875,Accuracy,Reconstruction,C
43167,2,4550,0.9189453125,Accuracy,Reconstruction,C
43171,2,4600,0.92041015625,Accuracy,Reconstruction,C
43175,2,4650,0.91943359375,Accuracy,Reconstruction,C
43179,2,4700,0.91845703125,Accuracy,Reconstruction,C
43183,2,4750,0.918701171875,Accuracy,Reconstruction,C
43187,2,4800,0.91552734375,Accuracy,Reconstruction,C
43191,2,4850,0.91943359375,Accuracy,Reconstruction,C
43195,2,4900,0.9140625,Accuracy,Reconstruction,C
43199,2,4950,0.922119140625,Accuracy,Reconstruction,C
43203,2,0,0.079833984375,Accuracy,Reconstruction,baseline
43207,2,50,0.761474609375,Accuracy,Reconstruction,baseline
43211,2,100,0.866943359375,Accuracy,Reconstruction,baseline
43215,2,150,0.887451171875,Accuracy,Reconstruction,baseline
43219,2,200,0.908935546875,Accuracy,Reconstruction,baseline
43223,2,250,0.90673828125,Accuracy,Reconstruction,baseline
43227,2,300,0.92138671875,Accuracy,Reconstruction,baseline
43231,2,350,0.92724609375,Accuracy,Reconstruction,baseline
43235,2,400,0.928955078125,Accuracy,Reconstruction,baseline
43239,2,450,0.941650390625,Accuracy,Reconstruction,baseline
43243,2,500,0.945556640625,Accuracy,Reconstruction,baseline
43247,2,550,0.945556640625,Accuracy,Reconstruction,baseline
43251,2,600,0.95263671875,Accuracy,Reconstruction,baseline
43255,2,650,0.95361328125,Accuracy,Reconstruction,baseline
43259,2,700,0.953369140625,Accuracy,Reconstruction,baseline
43263,2,750,0.951904296875,Accuracy,Reconstruction,baseline
43267,2,800,0.960205078125,Accuracy,Reconstruction,baseline
43271,2,850,0.961669921875,Accuracy,Reconstruction,baseline
43275,2,900,0.964111328125,Accuracy,Reconstruction,baseline
43279,2,950,0.959228515625,Accuracy,Reconstruction,baseline
43283,2,1000,0.964111328125,Accuracy,Reconstruction,baseline
43287,2,1050,0.970458984375,Accuracy,Reconstruction,baseline
43291,2,1100,0.9638671875,Accuracy,Reconstruction,baseline
43295,2,1150,0.966796875,Accuracy,Reconstruction,baseline
43299,2,1200,0.97265625,Accuracy,Reconstruction,baseline
43303,2,1250,0.96630859375,Accuracy,Reconstruction,baseline
43307,2,1300,0.9619140625,Accuracy,Reconstruction,baseline
43311,2,1350,0.970458984375,Accuracy,Reconstruction,baseline
43315,2,1400,0.96923828125,Accuracy,Reconstruction,baseline
43319,2,1450,0.96923828125,Accuracy,Reconstruction,baseline
43323,2,1500,0.971923828125,Accuracy,Reconstruction,baseline
43327,2,1550,0.973876953125,Accuracy,Reconstruction,baseline
43331,2,1600,0.971923828125,Accuracy,Reconstruction,baseline
43335,2,1650,0.97607421875,Accuracy,Reconstruction,baseline
43339,2,1700,0.9677734375,Accuracy,Reconstruction,baseline
43343,2,1750,0.97265625,Accuracy,Reconstruction,baseline
43347,2,1800,0.972412109375,Accuracy,Reconstruction,baseline
43351,2,1850,0.972412109375,Accuracy,Reconstruction,baseline
43355,2,1900,0.972412109375,Accuracy,Reconstruction,baseline
43359,2,1950,0.975341796875,Accuracy,Reconstruction,baseline
43363,2,2000,0.973388671875,Accuracy,Reconstruction,baseline
43367,2,2050,0.971435546875,Accuracy,Reconstruction,baseline
43371,2,2100,0.978759765625,Accuracy,Reconstruction,baseline
43375,2,2150,0.9736328125,Accuracy,Reconstruction,baseline
43379,2,2200,0.976806640625,Accuracy,Reconstruction,baseline
43383,2,2250,0.974365234375,Accuracy,Reconstruction,baseline
43387,2,2300,0.973876953125,Accuracy,Reconstruction,baseline
43391,2,2350,0.9765625,Accuracy,Reconstruction,baseline
43395,2,2400,0.974853515625,Accuracy,Reconstruction,baseline
43399,2,2450,0.97314453125,Accuracy,Reconstruction,baseline
43403,2,2500,0.97900390625,Accuracy,Reconstruction,baseline
43407,2,2550,0.9736328125,Accuracy,Reconstruction,baseline
43411,2,2600,0.97998046875,Accuracy,Reconstruction,baseline
43415,2,2650,0.97900390625,Accuracy,Reconstruction,baseline
43419,2,2700,0.9765625,Accuracy,Reconstruction,baseline
43423,2,2750,0.98095703125,Accuracy,Reconstruction,baseline
43427,2,2800,0.980224609375,Accuracy,Reconstruction,baseline
43431,2,2850,0.978271484375,Accuracy,Reconstruction,baseline
43435,2,2900,0.976806640625,Accuracy,Reconstruction,baseline
43439,2,2950,0.980224609375,Accuracy,Reconstruction,baseline
43443,2,3000,0.98095703125,Accuracy,Reconstruction,baseline
43447,2,3050,0.978515625,Accuracy,Reconstruction,baseline
43451,2,3100,0.978759765625,Accuracy,Reconstruction,baseline
43455,2,3150,0.97705078125,Accuracy,Reconstruction,baseline
43459,2,3200,0.982177734375,Accuracy,Reconstruction,baseline
43463,2,3250,0.9765625,Accuracy,Reconstruction,baseline
43467,2,3300,0.98046875,Accuracy,Reconstruction,baseline
43471,2,3350,0.98095703125,Accuracy,Reconstruction,baseline
43475,2,3400,0.978759765625,Accuracy,Reconstruction,baseline
43479,2,3450,0.980712890625,Accuracy,Reconstruction,baseline
43483,2,3500,0.98291015625,Accuracy,Reconstruction,baseline
43487,2,3550,0.978759765625,Accuracy,Reconstruction,baseline
43491,2,3600,0.98046875,Accuracy,Reconstruction,baseline
43495,2,3650,0.979248046875,Accuracy,Reconstruction,baseline
43499,2,3700,0.982177734375,Accuracy,Reconstruction,baseline
43503,2,3750,0.979248046875,Accuracy,Reconstruction,baseline
43507,2,3800,0.97900390625,Accuracy,Reconstruction,baseline
43511,2,3850,0.980712890625,Accuracy,Reconstruction,baseline
43515,2,3900,0.979248046875,Accuracy,Reconstruction,baseline
43519,2,3950,0.986572265625,Accuracy,Reconstruction,baseline
43523,2,4000,0.982177734375,Accuracy,Reconstruction,baseline
43527,2,4050,0.9814453125,Accuracy,Reconstruction,baseline
43531,2,4100,0.981689453125,Accuracy,Reconstruction,baseline
43535,2,4150,0.97998046875,Accuracy,Reconstruction,baseline
43539,2,4200,0.979736328125,Accuracy,Reconstruction,baseline
43543,2,4250,0.9833984375,Accuracy,Reconstruction,baseline
43547,2,4300,0.984375,Accuracy,Reconstruction,baseline
43551,2,4350,0.9794921875,Accuracy,Reconstruction,baseline
43555,2,4400,0.981689453125,Accuracy,Reconstruction,baseline
43559,2,4450,0.98046875,Accuracy,Reconstruction,baseline
43563,2,4500,0.984130859375,Accuracy,Reconstruction,baseline
43567,2,4550,0.983154296875,Accuracy,Reconstruction,baseline
43571,2,4600,0.978759765625,Accuracy,Reconstruction,baseline
43575,2,4650,0.984619140625,Accuracy,Reconstruction,baseline
43579,2,4700,0.985107421875,Accuracy,Reconstruction,baseline
43583,2,4750,0.982421875,Accuracy,Reconstruction,baseline
43587,2,4800,0.982177734375,Accuracy,Reconstruction,baseline
43591,2,4850,0.985107421875,Accuracy,Reconstruction,baseline
43595,2,4900,0.9853515625,Accuracy,Reconstruction,baseline
43599,2,4950,0.984375,Accuracy,Reconstruction,baseline
43603,2,0,0.083740234375,Accuracy,Reconstruction,A
43607,2,50,0.7158203125,Accuracy,Reconstruction,A
43611,2,100,0.855712890625,Accuracy,Reconstruction,A
43615,2,150,0.866943359375,Accuracy,Reconstruction,A
43619,2,200,0.877197265625,Accuracy,Reconstruction,A
43623,2,250,0.88427734375,Accuracy,Reconstruction,A
43627,2,300,0.888916015625,Accuracy,Reconstruction,A
43631,2,350,0.889892578125,Accuracy,Reconstruction,A
43635,2,400,0.890869140625,Accuracy,Reconstruction,A
43639,2,450,0.907470703125,Accuracy,Reconstruction,A
43643,2,500,0.89892578125,Accuracy,Reconstruction,A
43647,2,550,0.902099609375,Accuracy,Reconstruction,A
43651,2,600,0.90771484375,Accuracy,Reconstruction,A
43655,2,650,0.905029296875,Accuracy,Reconstruction,A
43659,2,700,0.900634765625,Accuracy,Reconstruction,A
43663,2,750,0.90380859375,Accuracy,Reconstruction,A
43667,2,800,0.916748046875,Accuracy,Reconstruction,A
43671,2,850,0.9013671875,Accuracy,Reconstruction,A
43675,2,900,0.910400390625,Accuracy,Reconstruction,A
43679,2,950,0.915283203125,Accuracy,Reconstruction,A
43683,2,1000,0.90625,Accuracy,Reconstruction,A
43687,2,1050,0.912353515625,Accuracy,Reconstruction,A
43691,2,1100,0.914306640625,Accuracy,Reconstruction,A
43695,2,1150,0.904052734375,Accuracy,Reconstruction,A
43699,2,1200,0.9091796875,Accuracy,Reconstruction,A
43703,2,1250,0.9111328125,Accuracy,Reconstruction,A
43707,2,1300,0.9140625,Accuracy,Reconstruction,A
43711,2,1350,0.917236328125,Accuracy,Reconstruction,A
43715,2,1400,0.91455078125,Accuracy,Reconstruction,A
43719,2,1450,0.913818359375,Accuracy,Reconstruction,A
43723,2,1500,0.917236328125,Accuracy,Reconstruction,A
43727,2,1550,0.912353515625,Accuracy,Reconstruction,A
43731,2,1600,0.91455078125,Accuracy,Reconstruction,A
43735,2,1650,0.9140625,Accuracy,Reconstruction,A
43739,2,1700,0.926025390625,Accuracy,Reconstruction,A
43743,2,1750,0.915283203125,Accuracy,Reconstruction,A
43747,2,1800,0.9169921875,Accuracy,Reconstruction,A
43751,2,1850,0.916259765625,Accuracy,Reconstruction,A
43755,2,1900,0.91796875,Accuracy,Reconstruction,A
43759,2,1950,0.91455078125,Accuracy,Reconstruction,A
43763,2,2000,0.918701171875,Accuracy,Reconstruction,A
43767,2,2050,0.92041015625,Accuracy,Reconstruction,A
43771,2,2100,0.91650390625,Accuracy,Reconstruction,A
43775,2,2150,0.92236328125,Accuracy,Reconstruction,A
43779,2,2200,0.914306640625,Accuracy,Reconstruction,A
43783,2,2250,0.917724609375,Accuracy,Reconstruction,A
43787,2,2300,0.920166015625,Accuracy,Reconstruction,A
43791,2,2350,0.920654296875,Accuracy,Reconstruction,A
43795,2,2400,0.91552734375,Accuracy,Reconstruction,A
43799,2,2450,0.91015625,Accuracy,Reconstruction,A
43803,2,2500,0.922119140625,Accuracy,Reconstruction,A
43807,2,2550,0.92431640625,Accuracy,Reconstruction,A
43811,2,2600,0.9208984375,Accuracy,Reconstruction,A
43815,2,2650,0.9248046875,Accuracy,Reconstruction,A
43819,2,2700,0.92626953125,Accuracy,Reconstruction,A
43823,2,2750,0.925048828125,Accuracy,Reconstruction,A
43827,2,2800,0.927734375,Accuracy,Reconstruction,A
43831,2,2850,0.919677734375,Accuracy,Reconstruction,A
43835,2,2900,0.91943359375,Accuracy,Reconstruction,A
43839,2,2950,0.919189453125,Accuracy,Reconstruction,A
43843,2,3000,0.9296875,Accuracy,Reconstruction,A
43847,2,3050,0.923828125,Accuracy,Reconstruction,A
43851,2,3100,0.922607421875,Accuracy,Reconstruction,A
43855,2,3150,0.916259765625,Accuracy,Reconstruction,A
43859,2,3200,0.923583984375,Accuracy,Reconstruction,A
43863,2,3250,0.92431640625,Accuracy,Reconstruction,A
43867,2,3300,0.92138671875,Accuracy,Reconstruction,A
43871,2,3350,0.91943359375,Accuracy,Reconstruction,A
43875,2,3400,0.921875,Accuracy,Reconstruction,A
43879,2,3450,0.9267578125,Accuracy,Reconstruction,A
43883,2,3500,0.924560546875,Accuracy,Reconstruction,A
43887,2,3550,0.92626953125,Accuracy,Reconstruction,A
43891,2,3600,0.930908203125,Accuracy,Reconstruction,A
43895,2,3650,0.92236328125,Accuracy,Reconstruction,A
43899,2,3700,0.929443359375,Accuracy,Reconstruction,A
43903,2,3750,0.927001953125,Accuracy,Reconstruction,A
43907,2,3800,0.927734375,Accuracy,Reconstruction,A
43911,2,3850,0.9228515625,Accuracy,Reconstruction,A
43915,2,3900,0.9267578125,Accuracy,Reconstruction,A
43919,2,3950,0.927490234375,Accuracy,Reconstruction,A
43923,2,4000,0.928955078125,Accuracy,Reconstruction,A
43927,2,4050,0.92724609375,Accuracy,Reconstruction,A
43931,2,4100,0.927734375,Accuracy,Reconstruction,A
43935,2,4150,0.93359375,Accuracy,Reconstruction,A
43939,2,4200,0.92138671875,Accuracy,Reconstruction,A
43943,2,4250,0.92236328125,Accuracy,Reconstruction,A
43947,2,4300,0.92138671875,Accuracy,Reconstruction,A
43951,2,4350,0.936767578125,Accuracy,Reconstruction,A
43955,2,4400,0.93505859375,Accuracy,Reconstruction,A
43959,2,4450,0.927490234375,Accuracy,Reconstruction,A
43963,2,4500,0.92919921875,Accuracy,Reconstruction,A
43967,2,4550,0.92626953125,Accuracy,Reconstruction,A
43971,2,4600,0.928466796875,Accuracy,Reconstruction,A
43975,2,4650,0.921875,Accuracy,Reconstruction,A
43979,2,4700,0.922119140625,Accuracy,Reconstruction,A
43983,2,4750,0.92724609375,Accuracy,Reconstruction,A
43987,2,4800,0.93310546875,Accuracy,Reconstruction,A
43991,2,4850,0.934814453125,Accuracy,Reconstruction,A
43995,2,4900,0.937255859375,Accuracy,Reconstruction,A
43999,2,4950,0.931396484375,Accuracy,Reconstruction,A
44003,2,0,0.0947265625,Accuracy,Reconstruction,B
44007,2,50,0.60888671875,Accuracy,Reconstruction,B
44011,2,100,0.837646484375,Accuracy,Reconstruction,B
44015,2,150,0.853759765625,Accuracy,Reconstruction,B
44019,2,200,0.867431640625,Accuracy,Reconstruction,B
44023,2,250,0.882080078125,Accuracy,Reconstruction,B
44027,2,300,0.888916015625,Accuracy,Reconstruction,B
44031,2,350,0.8896484375,Accuracy,Reconstruction,B
44035,2,400,0.897216796875,Accuracy,Reconstruction,B
44039,2,450,0.89208984375,Accuracy,Reconstruction,B
44043,2,500,0.902099609375,Accuracy,Reconstruction,B
44047,2,550,0.899169921875,Accuracy,Reconstruction,B
44051,2,600,0.89208984375,Accuracy,Reconstruction,B
44055,2,650,0.8994140625,Accuracy,Reconstruction,B
44059,2,700,0.90576171875,Accuracy,Reconstruction,B
44063,2,750,0.902099609375,Accuracy,Reconstruction,B
44067,2,800,0.904296875,Accuracy,Reconstruction,B
44071,2,850,0.908935546875,Accuracy,Reconstruction,B
44075,2,900,0.903564453125,Accuracy,Reconstruction,B
44079,2,950,0.90673828125,Accuracy,Reconstruction,B
44083,2,1000,0.911376953125,Accuracy,Reconstruction,B
44087,2,1050,0.90673828125,Accuracy,Reconstruction,B
44091,2,1100,0.91015625,Accuracy,Reconstruction,B
44095,2,1150,0.897216796875,Accuracy,Reconstruction,B
44099,2,1200,0.91259765625,Accuracy,Reconstruction,B
44103,2,1250,0.907958984375,Accuracy,Reconstruction,B
44107,2,1300,0.917236328125,Accuracy,Reconstruction,B
44111,2,1350,0.914794921875,Accuracy,Reconstruction,B
44115,2,1400,0.90234375,Accuracy,Reconstruction,B
44119,2,1450,0.913818359375,Accuracy,Reconstruction,B
44123,2,1500,0.91943359375,Accuracy,Reconstruction,B
44127,2,1550,0.9189453125,Accuracy,Reconstruction,B
44131,2,1600,0.921875,Accuracy,Reconstruction,B
44135,2,1650,0.9189453125,Accuracy,Reconstruction,B
44139,2,1700,0.91259765625,Accuracy,Reconstruction,B
44143,2,1750,0.91455078125,Accuracy,Reconstruction,B
44147,2,1800,0.902587890625,Accuracy,Reconstruction,B
44151,2,1850,0.916748046875,Accuracy,Reconstruction,B
44155,2,1900,0.916015625,Accuracy,Reconstruction,B
44159,2,1950,0.923095703125,Accuracy,Reconstruction,B
44163,2,2000,0.922607421875,Accuracy,Reconstruction,B
44167,2,2050,0.91064453125,Accuracy,Reconstruction,B
44171,2,2100,0.92236328125,Accuracy,Reconstruction,B
44175,2,2150,0.91650390625,Accuracy,Reconstruction,B
44179,2,2200,0.92431640625,Accuracy,Reconstruction,B
44183,2,2250,0.92041015625,Accuracy,Reconstruction,B
44187,2,2300,0.922607421875,Accuracy,Reconstruction,B
44191,2,2350,0.919189453125,Accuracy,Reconstruction,B
44195,2,2400,0.9208984375,Accuracy,Reconstruction,B
44199,2,2450,0.927490234375,Accuracy,Reconstruction,B
44203,2,2500,0.912353515625,Accuracy,Reconstruction,B
44207,2,2550,0.92138671875,Accuracy,Reconstruction,B
44211,2,2600,0.92138671875,Accuracy,Reconstruction,B
44215,2,2650,0.9287109375,Accuracy,Reconstruction,B
44219,2,2700,0.9208984375,Accuracy,Reconstruction,B
44223,2,2750,0.92431640625,Accuracy,Reconstruction,B
44227,2,2800,0.9287109375,Accuracy,Reconstruction,B
44231,2,2850,0.918701171875,Accuracy,Reconstruction,B
44235,2,2900,0.921630859375,Accuracy,Reconstruction,B
44239,2,2950,0.927001953125,Accuracy,Reconstruction,B
44243,2,3000,0.9248046875,Accuracy,Reconstruction,B
44247,2,3050,0.916259765625,Accuracy,Reconstruction,B
44251,2,3100,0.91796875,Accuracy,Reconstruction,B
44255,2,3150,0.9228515625,Accuracy,Reconstruction,B
44259,2,3200,0.921142578125,Accuracy,Reconstruction,B
44263,2,3250,0.916748046875,Accuracy,Reconstruction,B
44267,2,3300,0.919677734375,Accuracy,Reconstruction,B
44271,2,3350,0.921630859375,Accuracy,Reconstruction,B
44275,2,3400,0.91845703125,Accuracy,Reconstruction,B
44279,2,3450,0.932861328125,Accuracy,Reconstruction,B
44283,2,3500,0.924072265625,Accuracy,Reconstruction,B
44287,2,3550,0.923095703125,Accuracy,Reconstruction,B
44291,2,3600,0.92431640625,Accuracy,Reconstruction,B
44295,2,3650,0.919921875,Accuracy,Reconstruction,B
44299,2,3700,0.930419921875,Accuracy,Reconstruction,B
44303,2,3750,0.919677734375,Accuracy,Reconstruction,B
44307,2,3800,0.922607421875,Accuracy,Reconstruction,B
44311,2,3850,0.92138671875,Accuracy,Reconstruction,B
44315,2,3900,0.926513671875,Accuracy,Reconstruction,B
44319,2,3950,0.91748046875,Accuracy,Reconstruction,B
44323,2,4000,0.92333984375,Accuracy,Reconstruction,B
44327,2,4050,0.92578125,Accuracy,Reconstruction,B
44331,2,4100,0.9248046875,Accuracy,Reconstruction,B
44335,2,4150,0.920166015625,Accuracy,Reconstruction,B
44339,2,4200,0.934814453125,Accuracy,Reconstruction,B
44343,2,4250,0.931884765625,Accuracy,Reconstruction,B
44347,2,4300,0.9287109375,Accuracy,Reconstruction,B
44351,2,4350,0.932373046875,Accuracy,Reconstruction,B
44355,2,4400,0.93017578125,Accuracy,Reconstruction,B
44359,2,4450,0.93212890625,Accuracy,Reconstruction,B
44363,2,4500,0.931640625,Accuracy,Reconstruction,B
44367,2,4550,0.9228515625,Accuracy,Reconstruction,B
44371,2,4600,0.92529296875,Accuracy,Reconstruction,B
44375,2,4650,0.931396484375,Accuracy,Reconstruction,B
44379,2,4700,0.92822265625,Accuracy,Reconstruction,B
44383,2,4750,0.929443359375,Accuracy,Reconstruction,B
44387,2,4800,0.925537109375,Accuracy,Reconstruction,B
44391,2,4850,0.931884765625,Accuracy,Reconstruction,B
44395,2,4900,0.92626953125,Accuracy,Reconstruction,B
44399,2,4950,0.931396484375,Accuracy,Reconstruction,B
44403,2,0,0.095947265625,Accuracy,Reconstruction,C
44407,2,50,0.696533203125,Accuracy,Reconstruction,C
44411,2,100,0.83447265625,Accuracy,Reconstruction,C
44415,2,150,0.8701171875,Accuracy,Reconstruction,C
44419,2,200,0.88818359375,Accuracy,Reconstruction,C
44423,2,250,0.877197265625,Accuracy,Reconstruction,C
44427,2,300,0.873046875,Accuracy,Reconstruction,C
44431,2,350,0.885986328125,Accuracy,Reconstruction,C
44435,2,400,0.8916015625,Accuracy,Reconstruction,C
44439,2,450,0.89306640625,Accuracy,Reconstruction,C
44443,2,500,0.888427734375,Accuracy,Reconstruction,C
44447,2,550,0.8916015625,Accuracy,Reconstruction,C
44451,2,600,0.888427734375,Accuracy,Reconstruction,C
44455,2,650,0.90478515625,Accuracy,Reconstruction,C
44459,2,700,0.902099609375,Accuracy,Reconstruction,C
44463,2,750,0.902587890625,Accuracy,Reconstruction,C
44467,2,800,0.905517578125,Accuracy,Reconstruction,C
44471,2,850,0.901611328125,Accuracy,Reconstruction,C
44475,2,900,0.908203125,Accuracy,Reconstruction,C
44479,2,950,0.904296875,Accuracy,Reconstruction,C
44483,2,1000,0.905029296875,Accuracy,Reconstruction,C
44487,2,1050,0.9130859375,Accuracy,Reconstruction,C
44491,2,1100,0.909912109375,Accuracy,Reconstruction,C
44495,2,1150,0.9072265625,Accuracy,Reconstruction,C
44499,2,1200,0.913330078125,Accuracy,Reconstruction,C
44503,2,1250,0.91455078125,Accuracy,Reconstruction,C
44507,2,1300,0.909912109375,Accuracy,Reconstruction,C
44511,2,1350,0.91796875,Accuracy,Reconstruction,C
44515,2,1400,0.919189453125,Accuracy,Reconstruction,C
44519,2,1450,0.917724609375,Accuracy,Reconstruction,C
44523,2,1500,0.912841796875,Accuracy,Reconstruction,C
44527,2,1550,0.907470703125,Accuracy,Reconstruction,C
44531,2,1600,0.919189453125,Accuracy,Reconstruction,C
44535,2,1650,0.915283203125,Accuracy,Reconstruction,C
44539,2,1700,0.918701171875,Accuracy,Reconstruction,C
44543,2,1750,0.914306640625,Accuracy,Reconstruction,C
44547,2,1800,0.913330078125,Accuracy,Reconstruction,C
44551,2,1850,0.9150390625,Accuracy,Reconstruction,C
44555,2,1900,0.923095703125,Accuracy,Reconstruction,C
44559,2,1950,0.9169921875,Accuracy,Reconstruction,C
44563,2,2000,0.92041015625,Accuracy,Reconstruction,C
44567,2,2050,0.919677734375,Accuracy,Reconstruction,C
44571,2,2100,0.91748046875,Accuracy,Reconstruction,C
44575,2,2150,0.918701171875,Accuracy,Reconstruction,C
44579,2,2200,0.911865234375,Accuracy,Reconstruction,C
44583,2,2250,0.91650390625,Accuracy,Reconstruction,C
44587,2,2300,0.923583984375,Accuracy,Reconstruction,C
44591,2,2350,0.9150390625,Accuracy,Reconstruction,C
44595,2,2400,0.9111328125,Accuracy,Reconstruction,C
44599,2,2450,0.91943359375,Accuracy,Reconstruction,C
44603,2,2500,0.913818359375,Accuracy,Reconstruction,C
44607,2,2550,0.924072265625,Accuracy,Reconstruction,C
44611,2,2600,0.91943359375,Accuracy,Reconstruction,C
44615,2,2650,0.918212890625,Accuracy,Reconstruction,C
44619,2,2700,0.92236328125,Accuracy,Reconstruction,C
44623,2,2750,0.927001953125,Accuracy,Reconstruction,C
44627,2,2800,0.91796875,Accuracy,Reconstruction,C
44631,2,2850,0.919677734375,Accuracy,Reconstruction,C
44635,2,2900,0.928466796875,Accuracy,Reconstruction,C
44639,2,2950,0.92236328125,Accuracy,Reconstruction,C
44643,2,3000,0.921630859375,Accuracy,Reconstruction,C
44647,2,3050,0.925537109375,Accuracy,Reconstruction,C
44651,2,3100,0.920654296875,Accuracy,Reconstruction,C
44655,2,3150,0.9267578125,Accuracy,Reconstruction,C
44659,2,3200,0.919189453125,Accuracy,Reconstruction,C
44663,2,3250,0.926025390625,Accuracy,Reconstruction,C
44667,2,3300,0.926025390625,Accuracy,Reconstruction,C
44671,2,3350,0.926513671875,Accuracy,Reconstruction,C
44675,2,3400,0.91552734375,Accuracy,Reconstruction,C
44679,2,3450,0.927490234375,Accuracy,Reconstruction,C
44683,2,3500,0.92724609375,Accuracy,Reconstruction,C
44687,2,3550,0.925048828125,Accuracy,Reconstruction,C
44691,2,3600,0.927978515625,Accuracy,Reconstruction,C
44695,2,3650,0.9326171875,Accuracy,Reconstruction,C
44699,2,3700,0.92333984375,Accuracy,Reconstruction,C
44703,2,3750,0.92041015625,Accuracy,Reconstruction,C
44707,2,3800,0.930908203125,Accuracy,Reconstruction,C
44711,2,3850,0.923583984375,Accuracy,Reconstruction,C
44715,2,3900,0.931640625,Accuracy,Reconstruction,C
44719,2,3950,0.92431640625,Accuracy,Reconstruction,C
44723,2,4000,0.92919921875,Accuracy,Reconstruction,C
44727,2,4050,0.919677734375,Accuracy,Reconstruction,C
44731,2,4100,0.921630859375,Accuracy,Reconstruction,C
44735,2,4150,0.923828125,Accuracy,Reconstruction,C
44739,2,4200,0.929443359375,Accuracy,Reconstruction,C
44743,2,4250,0.92138671875,Accuracy,Reconstruction,C
44747,2,4300,0.930908203125,Accuracy,Reconstruction,C
44751,2,4350,0.9248046875,Accuracy,Reconstruction,C
44755,2,4400,0.9326171875,Accuracy,Reconstruction,C
44759,2,4450,0.92333984375,Accuracy,Reconstruction,C
44763,2,4500,0.927001953125,Accuracy,Reconstruction,C
44767,2,4550,0.930419921875,Accuracy,Reconstruction,C
44771,2,4600,0.924560546875,Accuracy,Reconstruction,C
44775,2,4650,0.933349609375,Accuracy,Reconstruction,C
44779,2,4700,0.9306640625,Accuracy,Reconstruction,C
44783,2,4750,0.92578125,Accuracy,Reconstruction,C
44787,2,4800,0.926025390625,Accuracy,Reconstruction,C
44791,2,4850,0.9248046875,Accuracy,Reconstruction,C
44795,2,4900,0.928955078125,Accuracy,Reconstruction,C
44799,2,4950,0.9287109375,Accuracy,Reconstruction,C
44803,1,0,0.1044921875,Accuracy,Reconstruction,baseline
44807,1,50,0.736083984375,Accuracy,Reconstruction,baseline
44811,1,100,0.867431640625,Accuracy,Reconstruction,baseline
44815,1,150,0.884765625,Accuracy,Reconstruction,baseline
44819,1,200,0.892333984375,Accuracy,Reconstruction,baseline
44823,1,250,0.908935546875,Accuracy,Reconstruction,baseline
44827,1,300,0.912841796875,Accuracy,Reconstruction,baseline
44831,1,350,0.927734375,Accuracy,Reconstruction,baseline
44835,1,400,0.92578125,Accuracy,Reconstruction,baseline
